2.70158 0.453866
2.70071 0.459073
2.71519 0.469716
2.71374 0.474998
2.71994 0.483248
2.69891 0.480723
2.70431 0.488702
2.69928 0.492334
2.70709 0.501746
2.69859 0.503726
2.69541 0.508108
2.69426 0.513495
2.71138 0.528674
2.71325 0.53617
2.71421 0.543314
2.69204 0.536894
2.69942 0.547806
2.68951 0.548185
2.70018 0.561739
2.72966 0.588598
2.70602 0.579807
2.70352 0.585351
2.69777 0.588528
2.70914 0.604729
2.70866 0.612286
2.7002 0.613504
2.69416 0.616539
2.69023 0.621309
2.69981 0.638149
2.70168 0.648655
2.67579 0.633228
2.68114 0.647077
2.70887 0.684045
2.69323 0.678041
2.68422 0.678477
2.69027 0.695271
2.69498 0.711314
2.68335 0.70897
2.68475 0.721957
2.68856 0.738508
2.6939 0.757824
2.69152 0.767884
2.68475 0.772316
2.69265 0.797562
2.69103 0.810303
2.67489 0.801648
2.68449 0.832494
2.67809 0.83929
2.67916 0.858881
2.68254 0.883693
2.67892 0.897444
2.66258 0.88802
2.67307 0.930138
2.66849 0.944738
2.67064 0.974611
2.67681 1.01575
2.66306 1.01413
2.66798 1.05745
2.66499 1.08459
2.65712 1.10114
2.65917 1.14719
2.65523 1.18027
2.65826 1.23903
2.65084 1.26978
2.64587 1.31316
2.64392 1.37394
2.64326 1.44908
2.6322 1.48987
2.6241 1.55215
2.62272 1.66226
2.61454 1.75585
2.6077 1.88097
2.59833 2.02157
2.58518 2.17448
2.57345 2.40108
2.55084 2.59557
2.50923 2.59146
2.46742 2.58182
2.42582 2.57312
2.38437 2.57017
2.34288 2.56384
2.30115 2.56406
2.26 2.54823
2.21875 2.53811
2.17874 2.51505
2.13611 2.5206
2.0956 2.50529
2.05302 2.50502
2.01237 2.49091
1.96876 2.49283
1.92651 2.48558
1.88358 2.48015
1.84172 2.46914
1.95767 1.88122
1.92916 1.86601
1.89835 1.85854
1.86876 1.84693
1.83364 1.85045
2.02396 1.26663
2.03073 1.1975
2.02852 1.15583
2.03397 1.10095
2.034 1.06214
2.03743 1.01973
2.04381 0.975146
2.03769 0.956411
2.04652 0.913239
2.04546 0.889417
2.0438 0.867998
2.05003 0.8361
2.06232 0.797716
2.0496 0.79608
2.04527 0.783083
2.05303 0.755463
2.05968 0.730892
2.06593 0.708231
2.05608 0.704672
2.04371 0.703574
2.03672 0.696579
2.01984 0.699288
2.00929 0.695301
1.99566 0.693855
1.98707 0.687588
1.9822 0.678145
1.96018 0.68254
1.94344 0.681931
1.94366 0.668268
1.91975 0.67205
1.89882 0.672826
1.88771 0.666471
1.86408 0.667652
1.86952 0.650719
1.8268 0.661729
1.79732 0.663748
1.78135 0.657692
1.76295 0.652407
1.76142 0.638684
1.71779 0.643986
1.70857 0.633066
1.69321 0.624511
1.65972 0.622478
1.6235 0.620292
1.60144 0.612097
1.56 0.60943
1.54983 0.596074
1.49565 0.594802
1.46207 0.586362
1.43059 0.576385
0.104596 0.850618
0.103313 0.808593
0.0940075 0.768529
0.106932 0.724961
0.107074 0.684211
0.116028 0.642762
0.118736 0.602733
0.100391 0.565162
0.108244 0.525279
0.129324 0.48519
0.121798 0.447342
0.118406 0.409395
0.137248 0.37136
0.142576 0.334069
0.149672 0.297183
0.126996 0.259496
0.1464 0.223588
0.163746 0.188283
0.143272 0.150255
0.153598 0.114887
0.148821 0.0780601
0.168434 0.0444786
0.150086 0.00566868
0.1529 -0.0301392
0.144565 -0.0679837
0.154552 -0.102432
0.148029 -0.140271
0.167837 -0.172206
0.180987 -0.205302
0.171328 -0.244262
1.21018 -0.0426451
1.30693 -0.0283372
1.43059 -0.000880211
1.51571 0.015746
1.58951 0.0306103
1.63209 0.0347134
1.69425 0.0488336
1.71978 0.0482233
1.78758 0.068585
1.81531 0.0714284
1.85593 0.0818065
1.88698 0.0884691
1.90565 0.0893361
1.95085 0.105988
1.95017 0.0970939
1.96934 0.100194
1.98362 0.100834
2.01315 0.111902
2.02603 0.112815
2.04161 0.116018
2.07047 0.129328
2.06838 0.120783
2.08355 0.125215
2.07662 0.112728
2.11261 0.134712
2.11374 0.129029
2.12883 0.135311
2.15393 0.151142
2.14971 0.141191
2.1361 0.121929
2.15477 0.133199
2.16966 0.141569
2.18057 0.1465
2.18451 0.144463
2.19082 0.145076
2.19604 0.144647
2.21683 0.162583
2.2218 0.162687
2.20752 0.138945
2.21891 0.146823
2.23153 0.15699
2.23952 0.161619
2.24103 0.157489
2.24428 0.155733
2.25035 0.158267
2.26019 0.166986
2.26493 0.168171
2.26498 0.161638
2.27492 0.171981
2.28063 0.175568
2.27985 0.167282
2.27885 0.158
2.29278 0.178477
2.29153 0.168511
2.29627 0.171062
2.30314 0.178861
2.30171 0.167284
2.30185 0.158658
2.30842 0.166472
2.31557 0.176814
2.32114 0.183687
2.3227 0.178754
2.32372 0.171463
2.33098 0.185582
2.32844 0.164163
2.33136 0.162095
2.33644 0.169326
2.34036 0.172284
2.34637 0.186986
2.34895 0.184618
2.35043 0.174341
2.35336 0.17217
2.35849 0.188634
2.36159 0.190114
2.363 0.170349
2.36579 0.161546
2.37003 0.180175
2.37281 0.162965
2.37633 0.172647
2.37941 0.188354
2.38231 0.192793
2.38557 0.187463
2.38967 0.173696
2.39099 0.196382
2.39447 0.191922
2.39916 0.179753
2.39953 0.19967
2.40364 0.193164
2.40902 0.181607
2.41005 0.193031
2.41547 0.183671
2.41472 0.200443
2.4225 0.183632
2.42409 0.19041
2.42256 0.206244
2.42879 0.197295
2.43058 0.201908
2.43408 0.201654
2.44015 0.195317
2.44912 0.18312
2.44268 0.206116
2.45305 0.192001
2.45123 0.203523
2.45851 0.196989
2.45912 0.203174
2.47177 0.188423
2.46317 0.20975
2.46728 0.209607
2.48082 0.19561
2.46861 0.219628
2.48764 0.19923
2.49891 0.190817
2.49508 0.202196
2.49722 0.20568
2.49988 0.208485
2.50602 0.207408
2.52071 0.197542
2.50696 0.217639
2.53036 0.200037
2.5235 0.212447
2.52846 0.213451
2.5419 0.207262
2.54729 0.208486
2.54549 0.215609
2.55567 0.213245
2.56394 0.212742
2.55337 0.225823
2.55985 0.226596
2.56274 0.229913
2.58117 0.223608
2.58495 0.226826
2.594 0.227111
2.60464 0.22685
2.61729 0.225937
2.62306 0.228883
2.6336 0.229733
2.64436 0.230836
2.64842 0.235131
2.64745 0.241502
2.66906 0.239131
2.67897 0.241759
2.71207 0.236848
2.70854 0.244806
2.73175 0.244552
2.71675 0.255718
2.70992 0.264082
2.73154 0.265282
2.71937 0.274653
2.71257 0.282395
2.72603 0.286094
2.71876 0.293632
2.70722 0.301463
2.7227 0.305323
2.70646 0.313215
2.70415 0.31917
2.7156 0.32393
2.72073 0.329417
2.71658 0.335436
2.72033 0.341066
2.71573 0.346866
2.71072 0.352477
2.72988 0.358467
2.7107 0.363523
2.71844 0.369452
2.70987 0.374425
