1.29733 -0.642451
1.29358 -0.641435
0.687065 -0.524707
0.548687 -0.498005
0.532328 -0.494733
0.520922 -0.492414
0.522945 -0.492664
0.521758 -0.4923
0.522743 -0.492349
0.519305 -0.491553
0.525226 -0.492536
0.524087 -0.492174
0.520538 -0.491354
0.521293 -0.491348
0.522955 -0.49151
0.51123 -0.489141
0.503548 -0.487538
0.501811 -0.487055
0.519808 -0.490284
0.50208 -0.486788
0.499922 -0.486219
0.497126 -0.485528
0.499356 -0.485775
0.492471 -0.484315
0.495617 -0.484725
0.497354 -0.484866
0.48523 -0.482426
0.481729 -0.481588
0.485523 -0.482097
0.485401 -0.481875
0.481479 -0.480946
0.475898 -0.479708
0.469976 -0.478406
0.470688 -0.478315
1.14085 -0.600571
1.13577 -0.59912
1.13322 -0.598115
0.783126 -0.534035
0.744319 -0.526597
0.718577 -0.521538
0.676053 -0.513468
0.645465 -0.507567
0.617777 -0.5022
0.590028 -0.496835
0.56149 -0.491344
0.54494 -0.487989
0.512274 -0.481794
0.484878 -0.476548
0.461841 -0.47208
0.439415 -0.467729
0.417884 -0.463543
0.394597 -0.459066
0.375818 -0.455373
0.348931 -0.450308
0.327939 -0.446263
0.308362 -0.442468
0.286698 -0.438335
0.27135 -0.43526
0.246952 -0.430708
0.086885 -0.404306
0.0816727 -0.403142
0.0796682 -0.402469
0.0758855 -0.401488
0.072738 -0.400574
0.0691158 -0.39955
0.0645244 -0.398341
0.0602283 -0.397125
0.0538238 -0.395558
0.0482238 -0.394039
0.0414581 -0.392288
0.0344554 -0.39041
0.02798 -0.388452
0.059564 -0.389671
0.0356006 -0.385197
0.0140568 -0.380921
-0.0085749 -0.376617
-0.0307022 -0.372368
-0.0525412 -0.368141
-0.0742852 -0.363938
-0.0960488 -0.3596
-0.117253 -0.355725
-0.138868 -0.351476
-0.160069 -0.347412
-0.18201 -0.343074
-0.203131 -0.339024
-0.224361 -0.334929
-0.2444 -0.331168
-0.265671 -0.327046
-0.287487 -0.322783
-0.307577 -0.318975
-0.329781 -0.314624
-0.350889 -0.310556
-0.371198 -0.306685
-0.389973 -0.303177
-0.401271 -0.30143
-0.373074 -0.308887
-0.357551 -0.313177
-0.346317 -0.316344
-0.330607 -0.32043
-0.32235 -0.322729
-0.312205 -0.325387
-0.307233 -0.32683
-0.296336 -0.329547
-0.294234 -0.330274
-0.289892 -0.331469
-0.284728 -0.332817
-0.284021 -0.333171
-0.280743 -0.334067
-0.274017 -0.335689
-0.273769 -0.335899
-0.268738 -0.337123
-0.271418 -0.336687
-0.267245 -0.337705
-0.262742 -0.338779
-0.252062 -0.341148
-0.255795 -0.340462
-0.255567 -0.340608
-0.256078 -0.340595
-0.257038 -0.340484
-0.246969 -0.342671
-0.249419 -0.342239
-0.248625 -0.34248
-0.254461 -0.341344
-0.25104 -0.342125
-0.2463 -0.343172
-0.251599 -0.342146
-0.244313 -0.343709
-0.239706 -0.344714
-0.247287 -0.343218
-0.240384 -0.344687
-0.238177 -0.345191
-0.239331 -0.345008
-0.237079 -0.345517
-0.241879 -0.34459
-0.243824 -0.344244
-0.24009 -0.345049
-0.230822 -0.34697
-0.245574 -0.344032
-0.229477 -0.347325
-0.239201 -0.345406
-0.230334 -0.347232
-0.238347 -0.345661
-0.234732 -0.346427
-0.229011 -0.347612
-0.229224 -0.347607
-0.221525 -0.349182
-0.222245 -0.349072
-0.230616 -0.347436
-0.225182 -0.348553
-0.227317 -0.348162
